term;assetType;occurrences;contexts;sourceFiles;sampleLocators;keepOriginal;notes
#*images/ui/CalloutWheel/panels/cmd_player_N_u.png;image;1;game data text, technical comment;data/callout_wheel.json;data/callout_wheel.json::root.panels[0].path_locked;true;
#*images/ui/CalloutWheel/panels/cmd_player_N_uh.png;image;1;game data text, technical comment;data/callout_wheel.json;data/callout_wheel.json::root.panels[0].path_locked_hover;true;
#*images/ui/CalloutWheel/panels/cmd_player_S.png;image;1;game data text, technical comment;data/callout_wheel.json;data/callout_wheel.json::root.panels[4].path;true;
#*images/ui/CalloutWheel/panels/cmd_player_SE.png;image;1;game data text, technical comment;data/callout_wheel.json;data/callout_wheel.json::root.panels[5].path;true;
#*images/ui/CalloutWheel/panels/cmd_player_SE_h.png;image;1;game data text, technical comment;data/callout_wheel.json;data/callout_wheel.json::root.panels[5].path_hover;true;
#*images/ui/CalloutWheel/panels/cmd_player_SE_u.png;image;1;game data text, technical comment;data/callout_wheel.json;data/callout_wheel.json::root.panels[5].path_locked;true;
#*images/ui/CalloutWheel/panels/cmd_player_SE_uh.png;image;1;game data text, technical comment;data/callout_wheel.json;data/callout_wheel.json::root.panels[5].path_locked_hover;true;
#*images/ui/CalloutWheel/panels/cmd_player_SW.png;image;1;game data text, technical comment;data/callout_wheel.json;data/callout_wheel.json::root.panels[3].path;true;
#*images/ui/CalloutWheel/panels/cmd_player_SW_h.png;image;1;game data text, technical comment;data/callout_wheel.json;data/callout_wheel.json::root.panels[3].path_hover;true;
#*images/ui/CalloutWheel/panels/cmd_player_SW_u.png;image;1;game data text, technical comment;data/callout_wheel.json;data/callout_wheel.json::root.panels[3].path_locked;true;
#*images/ui/CalloutWheel/panels/cmd_player_SW_uh.png;image;1;game data text, technical comment;data/callout_wheel.json;data/callout_wheel.json::root.panels[3].path_locked_hover;true;
#*images/ui/CalloutWheel/panels/cmd_player_S_h.png;image;1;game data text, technical comment;data/callout_wheel.json;data/callout_wheel.json::root.panels[4].path_hover;true;
#*images/ui/CalloutWheel/panels/cmd_player_S_u.png;image;1;game data text, technical comment;data/callout_wheel.json;data/callout_wheel.json::root.panels[4].path_locked;true;
#*images/ui/CalloutWheel/panels/cmd_player_S_uh.png;image;1;game data text, technical comment;data/callout_wheel.json;data/callout_wheel.json::root.panels[4].path_locked_hover;true;
#*images/ui/CalloutWheel/panels/cmd_player_W.png;image;1;game data text, technical comment;data/callout_wheel.json;data/callout_wheel.json::root.panels[2].path;true;
#*images/ui/CalloutWheel/panels/cmd_player_W_h.png;image;1;game data text, technical comment;data/callout_wheel.json;data/callout_wheel.json::root.panels[2].path_hover;true;
#*images/ui/CalloutWheel/panels/cmd_player_W_u.png;image;1;game data text, technical comment;data/callout_wheel.json;data/callout_wheel.json::root.panels[2].path_locked;true;
#*images/ui/CalloutWheel/panels/cmd_player_W_uh.png;image;1;game data text, technical comment;data/callout_wheel.json;data/callout_wheel.json::root.panels[2].path_locked_hover;true;
#*images/ui/CalloutWheel/panels/cmd_player_ctr.png;image;2;game data text, technical comment;data/callout_wheel.json;data/callout_wheel.json::root.panels[8].path | data/callout_wheel.json::root.panels[8].path_locked;true;
#*images/ui/CalloutWheel/panels/cmd_player_ctr_h.png;image;1;game data text, technical comment;data/callout_wheel.json;data/callout_wheel.json::root.panels[8].path_hover;true;
#*images/ui/CalloutWheel/panels/cmd_player_ctr_u.png;image;1;game data text, technical comment;data/callout_wheel.json;data/callout_wheel.json::root.panels[8].path_locked_hover;true;
#*images/ui/FollowerWheel/icons/leader/btn_leader_attack_hover-on.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[3].path_active_hover;true;
#*images/ui/FollowerWheel/icons/leader/btn_leader_attack_hover.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[3].path_hover;true;
#*images/ui/FollowerWheel/icons/leader/btn_leader_attack_off.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[3].path;true;
#*images/ui/FollowerWheel/icons/leader/btn_leader_attack_on.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[3].path_active;true;
#*images/ui/FollowerWheel/icons/leader/btn_leader_class-melee_hover-on.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[10].path_active_hover;true;
#*images/ui/FollowerWheel/icons/leader/btn_leader_class-melee_hover.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[10].path_hover;true;
#*images/ui/FollowerWheel/icons/leader/btn_leader_class-melee_off.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[10].path;true;
#*images/ui/FollowerWheel/icons/leader/btn_leader_class-melee_on.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[10].path_active;true;
#*images/ui/FollowerWheel/icons/leader/btn_leader_class-mixed_hover-on.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[8].path_active_hover;true;
#*images/ui/FollowerWheel/icons/leader/btn_leader_class-mixed_hover.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[8].path_hover;true;
#*images/ui/FollowerWheel/icons/leader/btn_leader_class-mixed_off.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[8].path;true;
#*images/ui/FollowerWheel/icons/leader/btn_leader_class-mixed_on.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[8].path_active;true;
#*images/ui/FollowerWheel/icons/leader/btn_leader_class-range_hover-on.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[9].path_active_hover;true;
#*images/ui/FollowerWheel/icons/leader/btn_leader_class-range_hover.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[9].path_hover;true;
#*images/ui/FollowerWheel/icons/leader/btn_leader_class-range_off.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[9].path;true;
#*images/ui/FollowerWheel/icons/leader/btn_leader_class-range_on.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[9].path_active;true;
#*images/ui/FollowerWheel/icons/leader/btn_leader_drop_hover-on.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[7].path_active_hover;true;
#*images/ui/FollowerWheel/icons/leader/btn_leader_drop_hover.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[7].path_hover;true;
#*images/ui/FollowerWheel/icons/leader/btn_leader_drop_off.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[7].path;true;
#*images/ui/FollowerWheel/icons/leader/btn_leader_drop_on.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[7].path_active;true;
#*images/ui/FollowerWheel/icons/leader/btn_leader_int-atk_hover-on.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[4].path_active_hover;true;
#*images/ui/FollowerWheel/icons/leader/btn_leader_int-atk_hover.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[4].path_hover;true;
#*images/ui/FollowerWheel/icons/leader/btn_leader_int-atk_off.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[4].path;true;
#*images/ui/FollowerWheel/icons/leader/btn_leader_int-atk_on.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[4].path_active;true;
#*images/ui/FollowerWheel/icons/leader/btn_leader_interact_hover-on.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[5].path_active_hover;true;
#*images/ui/FollowerWheel/icons/leader/btn_leader_interact_hover.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[5].path_hover;true;
#*images/ui/FollowerWheel/icons/leader/btn_leader_interact_off.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[5].path;true;
#*images/ui/FollowerWheel/icons/leader/btn_leader_interact_on.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[5].path_active;true;
#*images/ui/FollowerWheel/icons/leader/btn_leader_items-all_hover-on.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[11].path_active_hover;true;
#*images/ui/FollowerWheel/icons/leader/btn_leader_items-all_hover.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[11].path_hover;true;
#*images/ui/FollowerWheel/icons/leader/btn_leader_items-all_off.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[11].path;true;
#*images/ui/FollowerWheel/icons/leader/btn_leader_items-all_on.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[11].path_active;true;
#*images/ui/FollowerWheel/icons/leader/btn_leader_items-unowned_hover-on.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[12].path_active_hover;true;
#*images/ui/FollowerWheel/icons/leader/btn_leader_items-unowned_hover.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[12].path_hover;true;
#*images/ui/FollowerWheel/icons/leader/btn_leader_items-unowned_off.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[12].path;true;
#*images/ui/FollowerWheel/icons/leader/btn_leader_items-unowned_on.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[12].path_active;true;
#*images/ui/FollowerWheel/icons/leader/btn_leader_move_hover-on.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[1].path_active_hover;true;
#*images/ui/FollowerWheel/icons/leader/btn_leader_move_hover.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[1].path_hover;true;
#*images/ui/FollowerWheel/icons/leader/btn_leader_move_off.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[1].path;true;
#*images/ui/FollowerWheel/icons/leader/btn_leader_move_on.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[1].path_active;true;
#*images/ui/FollowerWheel/icons/leader/btn_leader_moveto_hover-on.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[2].path_active_hover;true;
#*images/ui/FollowerWheel/icons/leader/btn_leader_moveto_hover.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[2].path_hover;true;
#*images/ui/FollowerWheel/icons/leader/btn_leader_moveto_off.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[2].path;true;
#*images/ui/FollowerWheel/icons/leader/btn_leader_moveto_on.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[2].path_active;true;
#*images/ui/FollowerWheel/icons/leader/btn_leader_rest_hover-on.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[6].path_active_hover;true;
#*images/ui/FollowerWheel/icons/leader/btn_leader_rest_hover.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[6].path_hover;true;
#*images/ui/FollowerWheel/icons/leader/btn_leader_rest_off.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[6].path;true;
#*images/ui/FollowerWheel/icons/leader/btn_leader_rest_on.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[6].path_active;true;
#*images/ui/FollowerWheel/icons/leader/btn_leader_soul_hover-on.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[13].path_active_hover;true;
#*images/ui/FollowerWheel/icons/leader/btn_leader_soul_hover.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[13].path_hover;true;
#*images/ui/FollowerWheel/icons/leader/btn_leader_soul_off.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[13].path;true;
#*images/ui/FollowerWheel/icons/leader/btn_leader_soul_on.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[13].path_active;true;
#*images/ui/FollowerWheel/icons/leader/btn_leader_wait_hover-on.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[0].path_active_hover;true;
#*images/ui/FollowerWheel/icons/leader/btn_leader_wait_hover.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[0].path_hover;true;
#*images/ui/FollowerWheel/icons/leader/btn_leader_wait_off.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[0].path;true;
#*images/ui/FollowerWheel/icons/leader/btn_leader_wait_on.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[0].path_active;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_attack_hover-on.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[21].path_active_hover;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_attack_hover.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[21].path_hover;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_attack_off.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[21].path;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_attack_on.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[21].path_active;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_deactivate_hover-on.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[17].path_active_hover;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_deactivate_hover.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[17].path_hover;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_deactivate_off.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[17].path;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_deactivate_on.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[17].path_active;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_detect-enemy_hover-on.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[27].path_active_hover;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_detect-enemy_hover.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[27].path_hover;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_detect-enemy_off.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[27].path;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_detect-enemy_on.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[27].path_active;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_detect-exit_hover-on.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[29].path_active_hover;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_detect-exit_hover.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[29].path_hover;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_detect-exit_off.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[29].path;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_detect-exit_on.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[29].path_active;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_detect-magic_hover-on.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[25].path_active_hover;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_detect-magic_hover.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[25].path_hover;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_detect-magic_off.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[25].path;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_detect-magic_on.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[25].path_active;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_detect-scrap_hover-on.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[24].path_active_hover;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_detect-scrap_hover.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[24].path_hover;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_detect-scrap_off.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[24].path;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_detect-scrap_on.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[24].path_active;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_detect-trap_hover-on.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[28].path_active_hover;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_detect-trap_hover.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[28].path_hover;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_detect-trap_off.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[28].path;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_detect-trap_on.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[28].path_active;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_detect-value_hover-on.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[26].path_active_hover;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_detect-value_hover.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[26].path_hover;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_detect-value_off.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[26].path;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_detect-value_on.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[26].path_active;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_detect_hover-on.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[30].path_active_hover;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_detect_hover.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[30].path_hover;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_detect_off.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[30].path;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_detect_on.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[30].path_active;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_drop_hover-on.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[23].path_active_hover;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_drop_hover.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[23].path_hover;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_drop_off.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[23].path;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_drop_on.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[23].path_active;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_holdaim_hover.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[15].path_hover;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_holdaim_off.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[15].path;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_holdaim_on-hover.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[15].path_active_hover;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_holdaim_on.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[15].path_active;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_interact_hover-on.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[22].path_active_hover;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_interact_hover.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[22].path_hover;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_interact_off.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[22].path;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_interact_on.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[22].path_active;true;
