id;key;relativeFilePath;fileFormat;lineNumber;locator;sourceText;translatedText;techHash;placeholders;placeholderCheck;translationMethod;isHumanTranslation;status;context;stringType
4180;path;data/scripts/tutorial1/script.json;json;-1;root.script_entries.tutorial1h_gamepad.attributes.video.path;data/scripts/tutorial1/hotbarassign_gamepad.ogv;data/scripts/tutorial1/hotbarassign_gamepad.ogv;7e4be2aa08dd2810627e9467add47a17;[];true;auto_machine_translated;false;translated;game data text;sentence
4194;path;data/scripts/tutorial1/script.json;json;-1;root.script_entries.tutorial1ha.attributes.video.path;data/scripts/tutorial1/hotswap_mk.ogv;data/scripts/tutorial1/hotswap_mk.ogv;86f8950432d9937d4f0e98c7d386c316;[];true;auto_machine_translated;false;translated;game data text;sentence
4200;path;data/scripts/tutorial1/script.json;json;-1;root.script_entries.tutorial1ha_gamepad.attributes.video.path;data/scripts/tutorial1/hotswap_gamepad.ogv;data/scripts/tutorial1/hotswap_gamepad.ogv;ed6112d636d7c5aaec2b17c0b8080557;[];true;auto_machine_translated;false;translated;game data text;sentence
4205;path;data/scripts/tutorial1/script.json;json;-1;root.script_entries.tutorial1i.attributes.video.path;data/scripts/tutorial1/attacks.ogv;data/scripts/tutorial1/attacks.ogv;71b41e133f9abd9543765310ba35942a;[];true;auto_machine_translated;false;translated;game data text;sentence
4212;path;data/scripts/tutorial1/script.json;json;-1;root.script_entries.tutorial1i2.attributes.video.path;data/scripts/tutorial1/atk_mk.ogv;data/scripts/tutorial1/atk_mk.ogv;4682cdc50b290444b3f217d88471757b;[];true;auto_machine_translated;false;translated;game data text;sentence
4221;path;data/scripts/tutorial1/script.json;json;-1;root.script_entries.tutorial1i2_gamepad.attributes.video.path;data/scripts/tutorial1/atk_gamepad.ogv;data/scripts/tutorial1/atk_gamepad.ogv;fc68a1ed61107f6d9d7dcb05f9f60ddf;[];true;auto_machine_translated;false;translated;game data text;sentence
4249;path;data/scripts/tutorial1/script.json;json;-1;root.script_entries.tutorial1ky.attributes.video.path;data/scripts/tutorial1/skillslist_mk.ogv;data/scripts/tutorial1/skillslist_mk.ogv;097034a41657ace657cfa19f1552278b;[];true;auto_machine_translated;false;translated;game data text;sentence
4265;path;data/scripts/tutorial1/script.json;json;-1;root.script_entries.tutorial1ky_gamepad.attributes.video.path;data/scripts/tutorial1/skillslist_gamepad.ogv;data/scripts/tutorial1/skillslist_gamepad.ogv;e5637890645cbcf8ae15631e29f7f0b7;[];true;auto_machine_translated;false;translated;game data text;sentence
4278;path;data/scripts/tutorial1/script.json;json;-1;root.script_entries.tutorial1k.attributes.video.path;data/scripts/tutorial1/block.ogv;data/scripts/tutorial1/block.ogv;3016286a00b830c984bf5eb21c1cb796;[];true;auto_machine_translated;false;translated;game data text;sentence
4313;path;data/scripts/tutorial10/script.json;json;-1;root.script_entries.tutorial10a.attributes.video.path;data/scripts/tutorial10/blockcrab.ogv;data/scripts/tutorial10/blockcrab.ogv;16bbcfd306d4dff458e27f9f7cecb719;[];true;auto_machine_translated;false;translated;game data text;sentence
4328;path;data/scripts/tutorial10/script.json;json;-1;root.script_entries.tutorial10c.attributes.video.path;data/scripts/tutorial10/polythrow.ogv;data/scripts/tutorial10/polythrow.ogv;e596a925987c34e70b7c39b1f3f3f1d9;[];true;auto_machine_translated;false;translated;game data text;sentence
4364;path;data/scripts/tutorial10/script.json;json;-1;root.script_entries.tutorial10h.attributes.video.path;data/scripts/tutorial10/nosale_mk.ogv;data/scripts/tutorial10/nosale_mk.ogv;da307e03f6d56dbd036ac0c627274c28;[];true;auto_machine_translated;false;translated;game data text;sentence
4373;path;data/scripts/tutorial10/script.json;json;-1;root.script_entries.tutorial10h_gamepad.attributes.video.path;data/scripts/tutorial10/nosale_gamepad.ogv;data/scripts/tutorial10/nosale_gamepad.ogv;254c58586c90aa1e4515a287c517ce1f;[];true;auto_machine_translated;false;translated;game data text;sentence
4380;path;data/scripts/tutorial10/script.json;json;-1;root.script_entries.tutorial10i.attributes.video.path;data/scripts/tutorial10/buysell_mk.ogv;data/scripts/tutorial10/buysell_mk.ogv;bf5af3f4dfc90aed165668f0efcf5eb1;[];true;auto_machine_translated;false;translated;game data text;sentence
4389;path;data/scripts/tutorial10/script.json;json;-1;root.script_entries.tutorial10i_gamepad.attributes.video.path;data/scripts/tutorial10/buysell_gamepad.ogv;data/scripts/tutorial10/buysell_gamepad.ogv;1bf8e6e22065fef4508e22b73871701d;[];true;auto_machine_translated;false;translated;game data text;sentence
4428;path;data/scripts/tutorial10/script.json;json;-1;root.script_entries.tutorial10m.attributes.video.path;data/scripts/tutorial10/value_mk.ogv;data/scripts/tutorial10/value_mk.ogv;4faa07a22275477b0afa013c30e315b1;[];true;auto_machine_translated;false;translated;game data text;sentence
4435;path;data/scripts/tutorial10/script.json;json;-1;root.script_entries.tutorial10m_gamepad.attributes.video.path;data/scripts/tutorial10/value_gamepad.ogv;data/scripts/tutorial10/value_gamepad.ogv;eff1afcc26747e69c5dbec4fa0fb666d;[];true;auto_machine_translated;false;translated;game data text;sentence
4465;path;data/scripts/tutorial10/script.json;json;-1;root.script_entries.tutorial10r.attributes.video.path;data/scripts/tutorial10/dropgold_mk.ogv;data/scripts/tutorial10/dropgold_mk.ogv;4ca6af2a8267675911ee527825a4b445;[];true;auto_machine_translated;false;translated;game data text;sentence
4473;path;data/scripts/tutorial10/script.json;json;-1;root.script_entries.tutorial10r_gamepad.attributes.video.path;data/scripts/tutorial10/dropgold_gamepad.ogv;data/scripts/tutorial10/dropgold_gamepad.ogv;7d3681d1d9bdc9ff28cc052955dbe488;[];true;auto_machine_translated;false;translated;game data text;sentence
4512;path;data/scripts/tutorial10/script.json;json;-1;root.script_entries.tutorial10w.attributes.video.path;data/scripts/tutorial10/killtwo.ogv;data/scripts/tutorial10/killtwo.ogv;eba9c421b3074ab18563ee84efa6b569;[];true;auto_machine_translated;false;translated;game data text;sentence
4521;path;data/scripts/tutorial10/script.json;json;-1;root.script_entries.tutorial10x.attributes.video.path;data/scripts/tutorial10/staffambush.ogv;data/scripts/tutorial10/staffambush.ogv;381e647b2847ef5cb8d6a035f9430ef2;[];true;auto_machine_translated;false;translated;game data text;sentence
4531;path;data/scripts/tutorial2/script.json;json;-1;root.script_entries.tutorial2b.attributes.video.path;data/scripts/tutorial2/hunting.ogv;data/scripts/tutorial2/hunting.ogv;5454b174441734697fb58b9fc4d3f1a6;[];true;auto_machine_translated;false;translated;game data text;sentence
4537;path;data/scripts/tutorial2/script.json;json;-1;root.script_entries.tutorial2c.attributes.video.path;data/scripts/tutorial2/swift.ogv;data/scripts/tutorial2/swift.ogv;abc811d9050e3565db4785e7e0f0bcc3;[];true;auto_machine_translated;false;translated;game data text;sentence
4542;path;data/scripts/tutorial2/script.json;json;-1;root.script_entries.tutorial2d.attributes.video.path;data/scripts/tutorial2/springshot.ogv;data/scripts/tutorial2/springshot.ogv;4397cbfd3063ba69f37212b65e0e229f;[];true;auto_machine_translated;false;translated;game data text;sentence
4556;path;data/scripts/tutorial2/script.json;json;-1;root.script_entries.tutorial2f_gamepad.attributes.video.path;data/scripts/tutorial2/backpedal.ogv;data/scripts/tutorial2/backpedal.ogv;2c501ae33178268811d1372943c2e11a;[];true;auto_machine_translated;false;translated;game data text;sentence
4561;path;data/scripts/tutorial2/script.json;json;-1;root.script_entries.tutorial2g.attributes.video.path;data/scripts/tutorial2/backpedal.ogv;data/scripts/tutorial2/backpedal.ogv;2c501ae33178268811d1372943c2e11a;[];true;auto_machine_translated;false;translated;game data text;sentence
4573;path;data/scripts/tutorial2/script.json;json;-1;root.script_entries.tutorial2i.attributes.video.path;data/scripts/tutorial2/rockthrow.ogv;data/scripts/tutorial2/rockthrow.ogv;9849a8eb0d8c2ac69b157bf04ceb33db;[];true;auto_machine_translated;false;translated;game data text;sentence
4597;path;data/scripts/tutorial2/script.json;json;-1;root.script_entries.tutorial2m.attributes.video.path;data/scripts/tutorial2/bows.ogv;data/scripts/tutorial2/bows.ogv;8ccc0c139afda5daf4d1f3c81d9dfeba;[];true;auto_machine_translated;false;translated;game data text;sentence
4609;path;data/scripts/tutorial2/script.json;json;-1;root.script_entries.tutorial2o.attributes.video.path;data/scripts/tutorial2/hardthrow.ogv;data/scripts/tutorial2/hardthrow.ogv;c9be8acd6d907c8d33369c4ab324dcf4;[];true;auto_machine_translated;false;translated;game data text;sentence
4616;path;data/scripts/tutorial2/script.json;json;-1;root.script_entries.tutorial2q.attributes.video.path;data/scripts/tutorial2/longbow.ogv;data/scripts/tutorial2/longbow.ogv;ca35fb807fdfe2bafddf2a83701e2906;[];true;auto_machine_translated;false;translated;game data text;sentence
4623;path;data/scripts/tutorial2/script.json;json;-1;root.script_entries.tutorial2p.attributes.video.path;data/scripts/tutorial2/silver.ogv;data/scripts/tutorial2/silver.ogv;37d6f313ac577c1cd3db07c6b7c6b085;[];true;auto_machine_translated;false;translated;game data text;sentence
4663;path;data/scripts/tutorial3/script.json;json;-1;root.script_entries.tutorial3g.attributes.video.path;data/scripts/tutorial3/rockdrop_mk.ogv;data/scripts/tutorial3/rockdrop_mk.ogv;91ae143c223bf63d5f2c2e4d02619804;[];true;auto_machine_translated;false;translated;game data text;sentence
4670;path;data/scripts/tutorial3/script.json;json;-1;root.script_entries.tutorial3g_gamepad.attributes.video.path;data/scripts/tutorial3/rockdrop_gamepad.ogv;data/scripts/tutorial3/rockdrop_gamepad.ogv;6b49a249f410866f96df8daacc762ed3;[];true;auto_machine_translated;false;translated;game data text;sentence
4696;path;data/scripts/tutorial3/script.json;json;-1;root.script_entries.tutorial3m.attributes.video.path;data/scripts/tutorial3/boulderpush.ogv;data/scripts/tutorial3/boulderpush.ogv;5a5572d825c81a869a2d84efa9f79458;[];true;auto_machine_translated;false;translated;game data text;sentence
4710;path;data/scripts/tutorial4/script.json;json;-1;root.script_entries.tutorial4b.attributes.video.path;data/scripts/tutorial4/dump_mk.ogv;data/scripts/tutorial4/dump_mk.ogv;413102cb9ddd91594fef1b6204c575d1;[];true;auto_machine_translated;false;translated;game data text;sentence
4716;path;data/scripts/tutorial4/script.json;json;-1;root.script_entries.tutorial4b_gamepad.attributes.video.path;data/scripts/tutorial4/dump_gamepad.ogv;data/scripts/tutorial4/dump_gamepad.ogv;e3e5860334bcab3d475f1f4cbdea90aa;[];true;auto_machine_translated;false;translated;game data text;sentence
4798;path;data/scripts/tutorial4/script.json;json;-1;root.script_entries.tutorial4k.attributes.video.path;data/scripts/tutorial4/magicreflect.ogv;data/scripts/tutorial4/magicreflect.ogv;ed2378c9f4e2b593fc2ded6fef295a5c;[];true;auto_machine_translated;false;translated;game data text;sentence
4836;path;data/scripts/tutorial5/script.json;json;-1;root.script_entries.tutorial5a.attributes.video.path;data/scripts/tutorial5/furniture.ogv;data/scripts/tutorial5/furniture.ogv;441c6d690bc206e42bf18016d250701f;[];true;auto_machine_translated;false;translated;game data text;sentence
4885;path;data/scripts/tutorial5/script.json;json;-1;root.script_entries.tutorial5f.attributes.video.path;data/scripts/tutorial5/fizzle.ogv;data/scripts/tutorial5/fizzle.ogv;376572e17ee813dac6dd66ee95e42224;[];true;auto_machine_translated;false;translated;game data text;sentence
4942;path;data/scripts/tutorial5/script.json;json;-1;root.script_entries.tutorial5m.attributes.video.path;data/scripts/tutorial5/magiclist_mk.ogv;data/scripts/tutorial5/magiclist_mk.ogv;5766ae8ce9295b6605d647f42765f7ca;[];true;auto_machine_translated;false;translated;game data text;sentence
4954;path;data/scripts/tutorial5/script.json;json;-1;root.script_entries.tutorial5m_gamepad.attributes.video.path;data/scripts/tutorial5/magiclist_gamepad.ogv;data/scripts/tutorial5/magiclist_gamepad.ogv;aad496f5d4682619b007c2e0d93f6399;[];true;auto_machine_translated;false;translated;game data text;sentence
4962;path;data/scripts/tutorial5/script.json;json;-1;root.script_entries.tutorial5n.attributes.video.path;data/scripts/tutorial5/cast_memorized.ogv;data/scripts/tutorial5/cast_memorized.ogv;2c0a6b2a98a33083f4cbd542ad036829;[];true;auto_machine_translated;false;translated;game data text;sentence
4990;path;data/scripts/tutorial5/script.json;json;-1;root.script_entries.tutorial5q.attributes.video.path;data/scripts/tutorial5/open_mk.ogv;data/scripts/tutorial5/open_mk.ogv;0ddd2060d36fc3c6a2c7e2eeed9b940f;[];true;auto_machine_translated;false;translated;game data text;sentence
4997;path;data/scripts/tutorial5/script.json;json;-1;root.script_entries.tutorial5q_gamepad.attributes.video.path;data/scripts/tutorial5/open_gamepad.ogv;data/scripts/tutorial5/open_gamepad.ogv;f4c554c0fafa1b3b7afacef0bfa1858e;[];true;auto_machine_translated;false;translated;game data text;sentence
5034;path;data/scripts/tutorial5/script.json;json;-1;root.script_entries.tutorial5w.attributes.video.path;data/scripts/tutorial5/sustained.ogv;data/scripts/tutorial5/sustained.ogv;dc2c02020caa7d09b85e7e34021a18c1;[];true;auto_machine_translated;false;translated;game data text;sentence
5042;path;data/scripts/tutorial5/script.json;json;-1;root.script_entries.tutorial5x.attributes.video.path;data/scripts/tutorial5/sleep.ogv;data/scripts/tutorial5/sleep.ogv;e1645f1c3d04514d2cc5f967cc8a447d;[];true;auto_machine_translated;false;translated;game data text;sentence
5056;path;data/scripts/tutorial5/script.json;json;-1;root.script_entries.tutorial5z.attributes.video.path;data/scripts/tutorial5/cold.ogv;data/scripts/tutorial5/cold.ogv;126952b1708af9949188079b2dd4f6ee;[];true;auto_machine_translated;false;translated;game data text;sentence
5097;path;data/scripts/tutorial6/script.json;json;-1;root.script_entries.tutorial6c.attributes.video.path;data/scripts/tutorial6/swordmace.ogv;data/scripts/tutorial6/swordmace.ogv;e0bed1a3c4eaeb3731f0fa58fe5e4a1c;[];true;auto_machine_translated;false;translated;game data text;sentence
5106;path;data/scripts/tutorial6/script.json;json;-1;root.script_entries.tutorial6d.attributes.video.path;data/scripts/tutorial6/backturned.ogv;data/scripts/tutorial6/backturned.ogv;75fd8984c016f3b7ab9eb95b658b0b74;[];true;auto_machine_translated;false;translated;game data text;sentence
5126;path;data/scripts/tutorial6/script.json;json;-1;root.script_entries.tutorial6f.attributes.video.path;data/scripts/tutorial6/flanking.ogv;data/scripts/tutorial6/flanking.ogv;c69cb45dd3b60c0167c0b08ea7bc178a;[];true;auto_machine_translated;false;translated;game data text;sentence
5137;path;data/scripts/tutorial6/script.json;json;-1;root.script_entries.tutorial6h.attributes.video.path;data/scripts/tutorial6/sneaklight.ogv;data/scripts/tutorial6/sneaklight.ogv;614386ec7a5782fdb2a2e8df10c1e94a;[];true;auto_machine_translated;false;translated;game data text;sentence
5162;path;data/scripts/tutorial6/script.json;json;-1;root.script_entries.tutorial6l.attributes.video.path;data/scripts/tutorial6/followstrike.ogv;data/scripts/tutorial6/followstrike.ogv;391b9d165b729e6a4cd3db324d1eab8e;[];true;auto_machine_translated;false;translated;game data text;sentence
5189;path;data/scripts/tutorial6/script.json;json;-1;root.script_entries.tutorial6p.attributes.video.path;data/scripts/tutorial6/darken.ogv;data/scripts/tutorial6/darken.ogv;a72f380bdc8354486ef7ed3efd0dd0dd;[];true;auto_machine_translated;false;translated;game data text;sentence
5207;path;data/scripts/tutorial7/script.json;json;-1;root.script_entries.tutorial7a.attributes.video.path;data/scripts/tutorial7/partyequip_mk.ogv;data/scripts/tutorial7/partyequip_mk.ogv;357cd0f40883ec5d1dc579152917e621;[];true;auto_machine_translated;false;translated;game data text;sentence
5244;path;data/scripts/tutorial7/script.json;json;-1;root.script_entries.tutorial7do.attributes.video.path;data/scripts/tutorial7/moveall_mk.ogv;data/scripts/tutorial7/moveall_mk.ogv;46cc3ba8acc07b4bf8c75a3f72e8840f;[];true;auto_machine_translated;false;translated;game data text;sentence
5252;path;data/scripts/tutorial7/script.json;json;-1;root.script_entries.tutorial7do_gamepad.attributes.video.path;data/scripts/tutorial7/moveall_gamepad.ogv;data/scripts/tutorial7/moveall_gamepad.ogv;31a1a6fbaaa5cdf540a1474a5bb204da;[];true;auto_machine_translated;false;translated;game data text;sentence
5261;path;data/scripts/tutorial7/script.json;json;-1;root.script_entries.tutorial7e.attributes.video.path;data/scripts/tutorial7/movefurther_gamepad.ogv;data/scripts/tutorial7/movefurther_gamepad.ogv;3fc87fc4a9196526869264c6529e5c80;[];true;auto_machine_translated;false;translated;game data text;sentence
5282;path;data/scripts/tutorial7/script.json;json;-1;root.script_entries.tutorial7h.attributes.video.path;data/scripts/tutorial7/lantern_mk.ogv;data/scripts/tutorial7/lantern_mk.ogv;e1db07ac848429b944b1ebbae0f57af5;[];true;auto_machine_translated;false;translated;game data text;sentence
5294;path;data/scripts/tutorial7/script.json;json;-1;root.script_entries.tutorial7j.attributes.video.path;data/scripts/tutorial7/interactgate_mk.ogv;data/scripts/tutorial7/interactgate_mk.ogv;5618dead0ef4d34f3943e255871206de;[];true;auto_machine_translated;false;translated;game data text;sentence
5303;path;data/scripts/tutorial7/script.json;json;-1;root.script_entries.tutorial7j_gamepad.attributes.video.path;data/scripts/tutorial7/interactgate_gamepad.ogv;data/scripts/tutorial7/interactgate_gamepad.ogv;dc794ed94baa41a9d425e9edd734c67d;[];true;auto_machine_translated;false;translated;game data text;sentence
5311;path;data/scripts/tutorial7/script.json;json;-1;root.script_entries.tutorial7k.attributes.video.path;data/scripts/tutorial7/recruit.ogv;data/scripts/tutorial7/recruit.ogv;55ca1d9562f62e4b636b3f96338a9b67;[];true;auto_machine_translated;false;translated;game data text;sentence
5332;path;data/scripts/tutorial7/script.json;json;-1;root.script_entries.tutorial7m.attributes.video.path;data/scripts/tutorial7/bowman_mk.ogv;data/scripts/tutorial7/bowman_mk.ogv;8bd4994f162879a4d8b560adb29d23c0;[];true;auto_machine_translated;false;translated;game data text;sentence
5351;path;data/scripts/tutorial7/script.json;json;-1;root.script_entries.tutorial7op.attributes.video.path;data/scripts/tutorial7/tooltipoff_mk.ogv;data/scripts/tutorial7/tooltipoff_mk.ogv;d88e102f255bedd70c6d7291d81e4956;[];true;auto_machine_translated;false;translated;game data text;sentence
5365;path;data/scripts/tutorial7/script.json;json;-1;root.script_entries.tutorial7q.attributes.video.path;data/scripts/tutorial7/partyrecruit.ogv;data/scripts/tutorial7/partyrecruit.ogv;8ce28f5e9b116330d33413f9800509d3;[];true;auto_machine_translated;false;translated;game data text;sentence
5389;path;data/scripts/tutorial7/script.json;json;-1;root.script_entries.tutorial7t.attributes.video.path;data/scripts/tutorial7/bouldermove.ogv;data/scripts/tutorial7/bouldermove.ogv;127b47f091f43d1a96ec05ae2214ae47;[];true;auto_machine_translated;false;translated;game data text;sentence
5397;path;data/scripts/tutorial7/script.json;json;-1;root.script_entries.tutorial7z.attributes.video.path;data/scripts/tutorial7/foodgive.ogv;data/scripts/tutorial7/foodgive.ogv;42b3ba6f7d4b34915162de52f8c281d1;[];true;auto_machine_translated;false;translated;game data text;sentence
5406;path;data/scripts/tutorial7/script.json;json;-1;root.script_entries.tutorial7u.attributes.video.path;data/scripts/tutorial7/allwait_mk.ogv;data/scripts/tutorial7/allwait_mk.ogv;7990f90e49772f3f02dc28f22deaddbe;[];true;auto_machine_translated;false;translated;game data text;sentence
5415;path;data/scripts/tutorial7/script.json;json;-1;root.script_entries.tutorial7u_gamepad.attributes.video.path;data/scripts/tutorial7/allwait_gamepad.ogv;data/scripts/tutorial7/allwait_gamepad.ogv;ca494152bcf3dfde41067dd57a327319;[];true;auto_machine_translated;false;translated;game data text;sentence
5426;path;data/scripts/tutorial8/script.json;json;-1;root.script_entries.tutorial8a.attributes.video.path;data/scripts/tutorial8/extrahealing_mk.ogv;data/scripts/tutorial8/extrahealing_mk.ogv;b88b73c2ebc8c59aa673afad34cf7e04;[];true;auto_machine_translated;false;translated;game data text;sentence
5433;path;data/scripts/tutorial8/script.json;json;-1;root.script_entries.tutorial8a_gamepad.attributes.video.path;data/scripts/tutorial8/extrahealing_gamepad.ogv;data/scripts/tutorial8/extrahealing_gamepad.ogv;75a88fd58010a01ebd865293e374f03a;[];true;auto_machine_translated;false;translated;game data text;sentence
5515;path;data/scripts/tutorial8/script.json;json;-1;root.script_entries.tutorial8l.attributes.video.path;data/scripts/tutorial8/spiderlever.ogv;data/scripts/tutorial8/spiderlever.ogv;2ffff2885461740b586dc40c43a5973c;[];true;auto_machine_translated;false;translated;game data text;sentence
5539;path;data/scripts/tutorial8/script.json;json;-1;root.script_entries.tutorial8p.attributes.video.path;data/scripts/tutorial8/potionoffense_mk.ogv;data/scripts/tutorial8/potionoffense_mk.ogv;bd7273bc1ff400ae44cd6f7d7e8afe69;[];true;auto_machine_translated;false;translated;game data text;sentence
5547;path;data/scripts/tutorial8/script.json;json;-1;root.script_entries.tutorial8p_gamepad.attributes.video.path;data/scripts/tutorial8/potionoffense_gamepad.ogv;data/scripts/tutorial8/potionoffense_gamepad.ogv;9ddfadd933cdb99fa96e4116575baba9;[];true;auto_machine_translated;false;translated;game data text;sentence
5601;path;data/scripts/tutorial8/script.json;json;-1;root.script_entries.tutorial8u.attributes.video.path;data/scripts/tutorial8/potionthrow.ogv;data/scripts/tutorial8/potionthrow.ogv;7518cf9361e370b5536aa7b9fabb32e3;[];true;auto_machine_translated;false;translated;game data text;sentence
5611;path;data/scripts/tutorial8/script.json;json;-1;root.script_entries.tutorial8v.attributes.video.path;data/scripts/tutorial8/healsentry.ogv;data/scripts/tutorial8/healsentry.ogv;afc84007ec2bf9d8a3f984fe212d5a79;[];true;auto_machine_translated;false;translated;game data text;sentence
5619;path;data/scripts/tutorial8/script.json;json;-1;root.script_entries.tutorial8w.attributes.video.path;data/scripts/tutorial8/sickbrew_mk.ogv;data/scripts/tutorial8/sickbrew_mk.ogv;ecdd5883ff5fd2611098ff30bb0ed5ed;[];true;auto_machine_translated;false;translated;game data text;sentence
5627;path;data/scripts/tutorial8/script.json;json;-1;root.script_entries.tutorial8w_gamepad.attributes.video.path;data/scripts/tutorial8/sickbrew_gamepad.ogv;data/scripts/tutorial8/sickbrew_gamepad.ogv;c3666f2a9c0ac65f3f0f4de5c0a95075;[];true;auto_machine_translated;false;translated;game data text;sentence
5649;path;data/scripts/tutorial8/script.json;json;-1;root.script_entries.tutorial8z.attributes.video.path;data/scripts/tutorial8/fountains.ogv;data/scripts/tutorial8/fountains.ogv;0b79f43c90d541011c22fc00d399eae8;[];true;auto_machine_translated;false;translated;game data text;sentence
5726;path;data/scripts/tutorial8/script.json;json;-1;root.script_entries.tutorial8aj.attributes.video.path;data/scripts/tutorial8/duplicate_mk.ogv;data/scripts/tutorial8/duplicate_mk.ogv;dfcc79ecf82e49b2d9c0a177ed338a64;[];true;auto_machine_translated;false;translated;game data text;sentence
5735;path;data/scripts/tutorial8/script.json;json;-1;root.script_entries.tutorial8aj_gamepad.attributes.video.path;data/scripts/tutorial8/duplicate_gamepad.ogv;data/scripts/tutorial8/duplicate_gamepad.ogv;4406dc5659191f4e82c972379097c3ef;[];true;auto_machine_translated;false;translated;game data text;sentence
5753;path;data/scripts/tutorial8/script.json;json;-1;root.script_entries.tutorial8am.attributes.video.path;data/scripts/tutorial8/thunderstorm_mk.ogv;data/scripts/tutorial8/thunderstorm_mk.ogv;99e3e30775edb7988bb46bdc97555c24;[];true;auto_machine_translated;false;translated;game data text;sentence
5760;path;data/scripts/tutorial8/script.json;json;-1;root.script_entries.tutorial8am_gamepad.attributes.video.path;data/scripts/tutorial8/thunderstorm_gamepad.ogv;data/scripts/tutorial8/thunderstorm_gamepad.ogv;a359e7d7602e54edf58c109c3a20a235;[];true;auto_machine_translated;false;translated;game data text;sentence
5771;path;data/scripts/tutorial8/script.json;json;-1;root.script_entries.tutorial8pm.attributes.video.path;data/scripts/tutorial8/splode_mk.ogv;data/scripts/tutorial8/splode_mk.ogv;429c6a1e5a810a5a87f15488ab0853ac;[];true;auto_machine_translated;false;translated;game data text;sentence
5782;path;data/scripts/tutorial8/script.json;json;-1;root.script_entries.tutorial8pm_gamepad.attributes.video.path;data/scripts/tutorial8/splode_gamepad.ogv;data/scripts/tutorial8/splode_gamepad.ogv;39cccc1028dc9069d626f65aaf4f1159;[];true;auto_machine_translated;false;translated;game data text;sentence
5791;path;data/scripts/tutorial8/script.json;json;-1;root.script_entries.tutorial8an.attributes.video.path;data/scripts/tutorial8/watermonsters.ogv;data/scripts/tutorial8/watermonsters.ogv;5e6ab6bcd760bca00edf6dc91eff612a;[];true;auto_machine_translated;false;translated;game data text;sentence
